,sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution,Outcome
784,237,1,-6,0,1,1,0,0,1,1
785,411,3,-7,1,1,1,0,0,1,1
786,205,4,-7,1,1,0,1,1,0,1
787,96,3,-10,0,0,0,1,0,1,1
788,102,0,-1,1,0,0,0,1,0,1
789,209,2,0,1,1,1,1,1,1,1
790,210,3,0,0,0,1,0,1,0,1
791,160,5,-9,0,1,1,1,1,0,1
792,190,4,-7,1,0,1,0,0,1,1
793,176,3,-8,1,1,1,1,0,1,1
794,402,2,-10,1,1,0,1,0,0,1
795,264,4,-7,1,0,0,1,1,1,1
796,467,3,-1,0,0,0,0,0,0,1
797,209,5,-3,0,1,0,1,0,1,1
798,217,4,-3,0,1,0,0,1,0,1
799,316,5,-7,0,1,1,0,0,0,1
800,199,1,-1,1,0,1,0,0,1,1
801,448,4,-3,0,1,1,0,1,1,1
802,412,4,0,1,0,0,1,1,0,1
803,195,4,-8,1,1,0,1,0,1,1
804,42,5,-9,1,1,1,1,0,0,1
805,362,5,-10,1,0,0,0,1,0,1
806,138,3,-4,1,1,0,0,0,0,1
807,259,2,-7,1,0,1,1,1,1,1
808,268,3,-2,1,1,0,1,1,0,1
809,417,1,-9,0,1,0,0,0,1,1
810,398,2,-10,0,0,0,0,0,1,1
811,136,2,-3,1,0,1,0,1,1,1
812,247,5,-1,1,1,1,1,0,1,1
813,198,0,-3,0,0,0,1,0,1,1
814,98,3,-10,1,0,0,1,1,1,1
815,373,1,-9,0,0,0,1,0,0,1
816,226,3,-9,0,1,0,0,1,0,1
817,23,1,0,1,1,0,0,1,0,1
818,92,3,-2,0,0,1,0,1,0,1
819,208,4,-8,0,1,0,1,0,0,1
820,319,1,-5,1,1,0,1,1,1,1
821,271,4,-4,0,1,1,1,1,0,1
822,286,4,-1,1,1,0,1,1,0,1
823,225,3,-9,1,0,1,1,1,0,1
824,329,5,-2,1,1,0,0,1,0,1
825,475,3,0,1,1,1,1,0,0,1
826,81,5,-4,0,1,0,0,1,0,1
827,493,1,-7,0,0,0,0,0,0,1
828,495,4,-5,1,1,0,0,0,1,1
829,472,2,-10,1,1,0,0,1,1,1
830,385,5,-6,0,0,0,1,0,0,1
831,192,3,-10,0,0,1,0,1,1,1
832,384,4,-8,1,1,0,0,0,1,1
833,125,4,0,1,0,1,0,1,1,1
834,11,0,-7,0,0,1,0,1,0,1
835,329,1,-10,0,1,0,0,1,1,1
836,49,5,-5,0,0,1,1,0,1,1
837,17,5,-8,0,0,0,1,0,0,1
838,429,3,-1,0,1,1,0,1,0,1
839,176,3,0,0,1,1,0,1,1,1
840,273,0,-7,1,1,0,1,1,0,1
841,198,1,-1,0,0,0,1,0,0,1
842,64,0,-2,1,1,0,1,0,0,1
843,60,0,0,1,0,0,0,0,1,1
844,395,1,-5,1,1,1,1,1,0,1
845,71,5,-1,0,1,1,1,1,1,1
846,35,4,-6,1,0,0,1,1,0,1
847,464,4,-2,1,0,0,0,1,1,1
848,214,5,-10,1,1,0,1,1,1,1
849,489,1,-5,1,1,0,1,1,1,1
850,254,1,-7,1,1,1,0,0,0,1
851,358,1,-10,0,0,1,1,0,1,1
852,44,0,-6,0,0,1,0,0,1,1
853,97,0,-5,1,0,0,1,1,0,1
854,265,2,-6,1,1,0,0,1,0,1
855,466,3,-7,0,1,0,0,1,0,1
856,117,5,-3,0,1,1,1,1,0,1
857,471,2,-7,0,0,0,0,1,1,1
858,443,2,-5,0,1,1,1,1,1,1
859,431,3,-8,1,1,1,0,1,0,1
860,491,5,-5,1,1,1,1,0,1,1
861,426,1,-1,0,1,0,0,1,1,1
862,373,2,-3,0,0,1,0,0,1,1
863,56,1,-10,1,1,1,1,1,0,1
864,252,5,-3,1,1,1,0,0,0,1
865,143,1,-1,0,1,0,1,0,1,1
866,362,2,-10,1,0,0,1,0,0,1
867,238,5,-5,1,1,0,1,1,1,1
868,190,1,-10,0,0,1,0,1,0,1
869,408,0,0,1,0,0,0,1,0,1
870,29,0,-3,0,0,0,0,0,1,1
871,158,2,-9,0,0,1,0,1,0,1
872,27,3,-6,0,1,0,0,0,1,1
873,463,5,-1,0,1,0,1,0,1,1
874,45,1,-9,0,1,1,0,0,1,1
875,304,2,-7,1,1,1,1,1,0,1
876,417,5,-10,0,1,1,1,0,1,1
877,387,0,-10,0,1,0,0,1,1,1
878,15,5,-9,0,1,0,0,1,1,1
879,448,5,-8,0,1,0,0,0,1,1
880,103,0,-5,0,0,1,0,0,1,1
881,133,3,-8,1,0,0,0,0,0,1
882,273,5,-9,0,0,0,1,1,0,1
883,326,5,-6,1,0,1,1,0,0,1
884,333,3,-1,1,0,0,0,1,0,1
885,433,3,-5,1,1,1,1,1,0,1
886,459,5,-3,0,0,1,1,0,0,1
887,90,2,-9,1,1,1,1,1,0,1
888,67,4,-6,0,0,0,1,1,0,1
889,356,0,-7,1,0,1,1,0,1,1
890,223,0,-8,1,0,0,0,0,0,1
891,368,0,-10,1,1,0,1,0,0,1
892,216,3,-9,1,1,0,1,1,1,1
893,124,4,-5,1,1,0,1,1,1,1
894,293,3,-8,0,0,1,0,1,1,1
895,27,0,-3,1,1,1,1,1,1,1
896,142,0,-6,0,1,0,1,1,0,1
897,149,0,-7,1,0,0,1,0,0,1
898,480,3,0,0,1,1,1,1,0,1
899,369,3,-6,1,1,0,1,0,0,1
900,87,0,-10,0,0,0,1,0,1,1
901,434,2,-5,1,0,0,0,1,0,1
902,143,2,-8,0,1,1,0,0,0,1
903,118,1,-7,0,1,0,0,1,1,1
904,89,5,-3,1,0,0,1,0,0,1
905,247,4,-7,0,0,0,1,1,1,1
906,26,1,-7,1,0,1,0,1,1,1
907,36,2,-1,0,0,1,0,0,1,1
908,225,1,-1,1,1,0,1,1,1,1
909,493,5,-9,0,1,1,0,0,1,1
910,346,2,-6,0,0,1,0,1,0,1
911,397,0,-9,0,1,1,1,1,1,1
912,464,5,-7,0,0,0,0,0,1,1
913,306,0,-2,0,1,1,1,1,1,1
914,495,3,-10,0,0,0,0,0,0,1
915,137,0,-5,0,0,1,1,1,1,1
916,127,2,-6,0,0,0,0,0,1,1
917,369,2,-9,0,0,0,1,0,1,1
918,310,3,-9,0,1,1,1,1,1,1
919,144,0,-1,1,0,1,0,0,0,1
920,134,4,-3,0,1,1,1,0,0,1
921,393,5,-8,0,0,0,1,0,0,1
922,290,1,-6,1,0,0,0,0,1,1
923,391,5,-2,1,0,1,1,1,0,1
924,400,5,-9,0,1,0,0,1,1,1
925,472,4,-1,1,0,0,0,0,1,1
926,365,0,-7,1,1,1,0,1,0,1
927,191,3,-6,1,1,0,0,0,0,1
928,331,2,-3,1,0,0,1,0,1,1
929,492,4,-2,1,0,1,1,1,1,1
930,231,3,-9,1,1,0,1,0,0,1
931,288,3,-9,0,0,0,0,1,1,1
932,342,0,-2,0,0,0,1,1,1,1
933,84,1,-10,1,0,0,0,1,0,1
934,56,5,-8,1,1,1,1,0,1,1
935,82,3,0,0,1,0,0,0,1,1
936,458,1,-9,0,0,1,0,0,1,1
937,462,2,0,0,1,1,1,0,0,1
938,164,5,-7,1,1,0,0,0,0,1
939,429,0,-9,0,1,0,0,1,0,1
940,225,3,-8,1,0,0,0,1,0,1
941,439,0,-10,1,1,1,1,0,1,1
942,133,1,-6,0,1,0,1,1,1,1
943,430,5,-8,0,0,1,0,0,1,1
944,117,4,-3,1,0,0,0,1,0,1
945,297,4,-10,1,0,0,1,1,1,1
946,58,3,-4,1,1,1,1,0,1,1
947,151,3,-7,1,1,0,0,1,0,1
948,197,3,-4,0,1,1,1,1,1,1
949,117,0,-7,0,1,0,0,1,0,1
950,31,0,-9,1,0,1,1,0,1,1
951,35,1,-3,1,0,1,1,1,0,1
952,356,5,-6,1,1,0,1,1,0,1
953,332,5,-5,0,0,1,0,0,0,1
954,298,1,-1,0,0,0,1,0,0,1
955,127,3,-10,1,1,1,1,0,0,1
956,256,4,-1,1,0,1,1,1,0,1
957,489,1,-4,0,0,1,1,0,0,1
958,290,3,-6,0,0,0,1,0,1,1
959,239,5,0,1,0,0,1,1,1,1
960,374,1,-3,0,0,1,1,1,0,1
961,178,3,-8,0,0,0,0,1,0,1
962,213,0,-4,0,1,0,0,1,0,1
963,394,1,-6,0,0,0,1,1,0,1
964,386,5,-7,0,0,0,0,0,0,1
965,21,4,-3,0,1,0,0,1,0,1
966,68,0,-6,1,1,0,1,0,0,1
967,418,5,-4,1,0,1,0,0,1,1
968,97,0,-8,0,1,0,0,0,0,1
969,143,4,-9,0,1,0,1,0,1,1
970,459,3,-4,1,0,0,1,0,1,1
971,4,4,-4,0,0,0,1,1,0,1
972,130,3,-3,0,1,1,1,1,1,1
973,73,5,-7,0,0,0,1,1,1,1
974,355,2,-10,1,0,1,1,0,1,1
975,157,2,-6,0,0,1,1,1,0,1
976,82,3,-7,0,1,1,1,0,1,1
977,428,4,-2,1,0,1,1,1,1,1
978,270,0,-8,1,0,1,0,0,1,1
979,491,2,-8,0,1,0,0,1,1,1
980,160,2,-3,1,0,0,0,1,0,1
981,380,0,-7,0,0,1,0,1,1,1
982,237,3,-4,0,1,1,0,0,0,1
983,191,2,0,0,1,0,0,0,0,1
984,283,3,-1,0,1,1,0,1,0,1
985,18,5,0,0,0,0,1,1,0,1
986,195,0,-9,0,0,0,0,0,1,1
987,227,5,-2,1,0,1,1,0,1,1
988,114,0,-10,1,0,0,1,0,1,1
989,148,2,-7,0,0,0,1,1,1,1
990,287,1,-1,1,1,1,1,0,1,1
991,445,1,-5,1,0,0,1,0,0,1
992,234,3,-3,0,0,1,1,1,0,1
993,132,5,-9,0,1,0,1,0,0,1
994,133,0,-5,0,1,1,1,0,0,1
995,289,5,-6,1,1,1,0,1,1,1
996,228,4,0,0,0,0,0,0,1,1
997,303,2,-10,1,1,1,0,1,1,1
998,242,4,-2,0,0,1,1,1,1,1
999,309,4,-1,1,0,0,1,0,0,1
0,152,3,-7,1,1,0,1,1,1,1
1,3765,5,-2,1,1,0,1,1,1,0
2,3137,4,-3,1,1,1,1,1,1,0
3,731,5,-8,1,1,0,1,1,1,1
4,2142,5,-7,1,1,0,1,1,1,1
5,3143,3,-5,1,1,0,1,1,1,0
6,3508,3,-1,1,1,0,1,1,0,0
7,2064,4,-3,1,1,1,1,1,1,1
8,851,4,-13,1,1,0,1,1,0,1
9,4548,5,-5,1,1,1,1,1,1,0
10,2733,4,-9,1,1,1,1,1,1,0
11,769,4,-7,1,1,1,1,1,1,1
12,3025,5,-10,1,1,0,1,1,1,0
13,3523,4,-3,1,1,1,1,1,1,0
14,3779,5,-14,1,1,1,1,1,1,0
15,1347,4,-2,1,1,1,1,1,1,1
16,775,5,-4,1,1,1,1,1,1,1
17,2774,5,-8,1,1,0,1,1,1,0
18,1612,5,-9,1,1,0,1,1,1,1
19,3016,3,-15,1,1,1,1,1,0,0
20,4523,5,-9,1,1,1,1,1,1,0
21,481,3,-4,1,1,1,1,1,0,1
22,3068,4,-2,1,1,1,1,1,0,0
23,4748,5,-1,1,1,0,1,1,0,0
24,4898,4,-6,1,1,1,1,1,1,0
25,2274,4,-6,1,1,0,1,1,1,0
26,757,4,-13,1,1,0,1,1,0,1
27,1469,3,-12,1,1,1,1,1,1,1
28,4456,4,0,1,1,0,1,1,1,0
29,2201,5,-14,1,1,1,1,1,0,0
30,555,5,-14,1,1,0,1,1,1,1
31,4286,3,-13,1,1,1,1,1,0,0
32,4459,3,-3,1,1,1,1,1,0,0
33,4186,4,-14,1,1,1,1,1,0,0
34,3195,4,-11,1,1,1,1,1,1,0
35,1347,5,-6,1,1,1,1,1,1,1
36,2855,4,-12,1,1,1,1,1,0,0
37,4568,3,-9,1,1,0,1,1,1,0
38,3756,3,-12,1,1,0,1,1,0,0
39,1481,4,-14,1,1,0,1,1,1,1
40,3928,4,-1,1,1,0,1,1,0,0
41,3348,4,-1,1,1,1,1,1,1,0
42,2006,5,-1,1,1,0,1,1,0,1
43,1090,4,-15,1,1,1,1,1,0,1
44,2476,3,-4,1,1,1,1,1,1,0
45,2979,5,0,1,1,1,1,1,0,0
46,2535,4,-5,1,1,1,1,1,0,0
47,3100,4,-6,1,1,1,1,1,0,0
48,1995,3,-9,1,1,0,1,1,0,1
49,3634,4,-8,1,1,0,1,1,1,0
50,4353,4,-10,1,1,0,1,1,0,0
51,1642,5,-7,1,1,1,1,1,0,1
52,4938,3,-9,1,1,0,1,1,1,0
53,4703,4,-8,1,1,1,1,1,1,0
54,1705,5,-1,1,1,0,1,1,0,1
55,937,5,-12,1,1,0,1,1,1,1
56,4857,4,-5,1,1,1,1,1,0,0
57,1305,5,-5,1,1,1,1,1,1,1
58,1080,3,-15,1,1,1,1,1,0,1
59,3314,5,-14,1,1,0,1,1,1,0
60,4622,4,-12,1,1,0,1,1,1,0
61,429,5,-10,1,1,1,1,1,1,1
62,2693,3,-14,1,1,1,1,1,0,0
63,1720,4,-5,1,1,1,1,1,1,1
64,4084,3,-5,1,1,0,1,1,1,0
65,823,3,-9,1,1,1,1,1,1,1
66,1367,5,-8,1,1,0,1,1,1,1
67,4879,3,-10,1,1,1,1,1,0,0
68,4945,5,-3,1,1,0,1,1,1,0
69,4598,5,-2,1,1,0,1,1,1,0
70,2630,5,-15,1,1,0,1,1,1,0
71,1907,5,-5,1,1,0,1,1,1,1
72,3146,3,-3,1,1,0,1,1,0,0
73,1218,3,-5,1,1,0,1,1,0,1
74,1823,5,-9,1,1,1,1,1,1,1
75,973,4,-7,1,1,0,1,1,1,1
76,3859,5,-10,1,1,0,1,1,1,0
77,2419,5,-1,1,1,0,1,1,1,0
78,3383,5,0,1,1,1,1,1,0,0
79,4290,4,-7,1,1,0,1,1,0,0
80,2297,5,-12,1,1,1,1,1,0,0
81,4941,4,-10,1,1,1,1,1,0,0
82,4692,4,-15,1,1,0,1,1,1,0
83,2656,4,-15,1,1,1,1,1,0,0
84,1087,5,-11,1,1,1,1,1,0,1
85,3755,5,-9,1,1,1,1,1,0,0
86,2493,5,-8,1,1,0,1,1,1,0
87,2729,4,-4,1,1,1,1,1,0,0
88,4841,5,-8,1,1,0,1,1,1,0
89,2322,5,-11,1,1,1,1,1,0,0
90,2560,5,-9,1,1,1,1,1,0,0
91,288,3,-14,1,1,0,1,1,1,1
92,23,3,-3,1,1,1,1,1,0,1
93,893,5,-8,1,1,0,1,1,0,1
94,4660,5,-2,1,1,1,1,1,0,0
95,414,3,-10,1,1,0,1,1,1,1
96,3786,5,0,1,1,1,1,1,1,0
97,1388,3,-14,1,1,0,1,1,1,1
98,571,4,0,1,1,1,1,1,0,1
99,4408,5,-15,1,1,1,1,1,0,0
100,3145,5,-2,1,1,1,1,1,0,0
101,3478,4,-1,1,1,1,1,1,0,0
102,389,3,-2,1,1,1,1,1,1,1
103,2674,3,-7,1,1,1,1,1,0,0
104,1568,4,-3,1,1,1,1,1,0,1
105,1051,3,-10,1,1,0,1,1,1,1
106,4833,3,-11,1,1,1,1,1,1,0
107,3658,4,-10,1,1,1,1,1,1,0
108,2006,3,-1,1,1,0,1,1,1,1
109,2042,4,0,1,1,0,1,1,0,1
110,602,3,-9,1,1,1,1,1,1,1
111,850,5,-8,1,1,0,1,1,0,1
112,2493,5,-13,1,1,0,1,1,0,0
113,1656,5,-4,1,1,0,1,1,0,1
114,4074,5,-6,1,1,0,1,1,0,0
115,337,5,-4,1,1,0,1,1,1,1
116,660,3,-2,1,1,1,1,1,1,1
117,4544,4,-1,1,1,0,1,1,0,0
118,3555,5,-6,1,1,0,1,1,0,0
119,297,5,-8,1,1,1,1,1,1,1
120,3554,4,-11,1,1,0,1,1,0,0
121,1485,4,-8,1,1,1,1,1,1,1
122,3762,4,-7,1,1,1,1,1,1,0
123,2043,3,-12,1,1,1,1,1,1,1
124,2450,4,-4,1,1,0,1,1,0,0
125,662,5,-13,1,1,0,1,1,0,1
126,1654,3,0,1,1,1,1,1,1,1
127,1456,4,-10,1,1,1,1,1,1,1
128,414,3,-8,1,1,1,1,1,0,1
129,919,5,-10,1,1,0,1,1,1,1
130,1062,5,-5,1,1,1,1,1,1,1
131,691,3,-8,1,1,1,1,1,1,1
132,2193,3,-13,1,1,0,1,1,0,0
133,4927,5,-3,1,1,1,1,1,1,0
134,646,5,-8,1,1,1,1,1,1,1
135,3501,4,-12,1,1,1,1,1,1,0
136,772,3,-2,1,1,0,1,1,1,1
137,3390,5,-3,1,1,1,1,1,1,0
138,4948,5,-6,1,1,1,1,1,1,0
139,2385,3,-4,1,1,0,1,1,1,0
140,4063,3,-10,1,1,0,1,1,0,0
141,4263,5,-1,1,1,0,1,1,0,0
142,1127,4,-3,1,1,0,1,1,0,1
143,2008,5,-13,1,1,0,1,1,1,1
144,524,5,-12,1,1,0,1,1,0,1
145,3467,5,-12,1,1,1,1,1,1,0
146,867,3,-13,1,1,0,1,1,0,1
147,833,4,0,1,1,0,1,1,0,1
148,2300,4,-7,1,1,1,1,1,1,0
149,2265,3,-8,1,1,0,1,1,0,0
150,3994,4,-11,1,1,0,1,1,1,0
151,459,5,-6,1,1,0,1,1,1,1
152,4542,5,-4,1,1,0,1,1,1,0
153,2897,4,-12,1,1,1,1,1,1,0
154,4014,4,-8,1,1,0,1,1,1,0
155,4396,3,0,1,1,1,1,1,1,0
156,373,3,-15,1,1,1,1,1,1,1
157,1251,5,-5,1,1,1,1,1,1,1
158,1318,5,-12,1,1,0,1,1,0,1
159,62,3,-11,1,1,0,1,1,1,1
160,1065,5,-1,1,1,1,1,1,1,1
161,411,5,-3,1,1,0,1,1,1,1
162,1989,4,-13,1,1,1,1,1,1,1
163,3691,4,-10,1,1,0,1,1,0,0
164,916,4,-1,1,1,1,1,1,0,1
165,1290,3,-10,1,1,0,1,1,1,1
166,2786,3,-14,1,1,0,1,1,1,0
167,3685,5,-9,1,1,0,1,1,0,0
168,2020,4,-6,1,1,0,1,1,0,1
169,162,5,-4,1,1,1,1,1,0,1
170,3839,5,-2,1,1,1,1,1,1,0
171,1718,3,-7,1,1,0,1,1,1,1
172,1479,3,-3,1,1,1,1,1,1,1
173,2242,5,0,1,1,1,1,1,1,0
174,2952,5,-13,1,1,1,1,1,1,0
175,4359,5,-12,1,1,1,1,1,1,0
176,920,3,-14,1,1,1,1,1,1,1
177,4809,3,-2,1,1,0,1,1,1,0
178,10,5,-3,1,1,1,1,1,0,1
179,2500,5,-2,1,1,0,1,1,0,0
180,3988,3,-4,1,1,1,1,1,0,0
181,1961,3,0,1,1,1,1,1,1,1
182,422,3,-6,1,1,1,1,1,0,1
183,305,3,-9,1,1,0,1,1,1,1
184,202,3,-6,1,1,0,1,1,0,1
185,3924,4,0,1,1,1,1,1,1,0
186,1157,5,-14,1,1,0,1,1,1,1
187,3361,5,-11,1,1,1,1,1,1,0
188,3819,4,-14,1,1,0,1,1,1,0
189,3488,4,-1,1,1,1,1,1,0,0
190,1740,3,-4,1,1,1,1,1,0,1
191,2173,5,-12,1,1,0,1,1,0,0
192,1359,4,-5,1,1,0,1,1,0,1
193,3648,4,-3,1,1,0,1,1,1,0
194,4161,3,-15,1,1,1,1,1,0,0
195,2416,5,-10,1,1,0,1,1,1,0
196,842,5,-12,1,1,0,1,1,0,1
197,2539,4,-7,1,1,0,1,1,1,0
198,826,3,-11,1,1,0,1,1,1,1
199,2162,3,-1,1,1,0,1,1,1,0
200,1410,4,-13,1,1,1,1,1,1,1
201,1291,5,-2,1,1,0,1,1,0,1
202,3953,5,-6,1,1,0,1,1,1,0
203,4834,3,-13,1,1,1,1,1,0,0
204,1793,5,-11,1,1,1,1,1,0,1
205,3929,5,-9,1,1,0,1,1,1,0
206,60,5,-1,1,1,1,1,1,1,1
207,3440,3,0,1,1,0,1,1,1,0
208,2503,3,-13,1,1,0,1,1,1,0
209,2650,5,-2,1,1,1,1,1,0,0
210,1249,5,-1,1,1,1,1,1,0,1
211,837,4,-6,1,1,1,1,1,1,1
212,3068,4,-2,1,1,0,1,1,0,0
213,4669,3,-11,1,1,1,1,1,0,0
214,1961,5,-2,1,1,0,1,1,1,1
215,2001,3,-10,1,1,0,1,1,1,1
216,2356,3,-15,1,1,1,1,1,0,0
217,3958,5,-4,1,1,1,1,1,1,0
218,2028,5,0,1,1,1,1,1,0,1
219,1912,4,-12,1,1,1,1,1,0,1
220,4996,5,-4,1,1,0,1,1,0,0
221,3245,5,-9,1,1,1,1,1,0,0
222,3613,4,-6,1,1,1,1,1,1,0
223,4308,3,0,1,1,0,1,1,1,0
224,634,5,-2,1,1,0,1,1,1,1
225,2142,5,-3,1,1,0,1,1,0,1
226,228,4,-2,1,1,0,1,1,1,1
227,1982,4,-7,1,1,1,1,1,0,1
228,1484,3,-8,1,1,0,1,1,1,1
229,493,4,-11,1,1,1,1,1,0,1
230,4701,5,-13,1,1,0,1,1,0,0
231,4004,4,-11,1,1,1,1,1,1,0
232,751,3,-9,1,1,1,1,1,0,1
233,1805,4,-5,1,1,1,1,1,1,1
234,3124,3,-4,1,1,0,1,1,1,0
235,356,4,-5,1,1,0,1,1,1,1
236,3307,3,-11,1,1,0,1,1,0,0
237,2490,3,-9,1,1,1,1,1,1,0
238,3474,4,-14,1,1,1,1,1,0,0
239,851,5,-8,1,1,0,1,1,1,1
240,2668,4,-12,1,1,1,1,1,0,0
241,75,5,-14,1,1,0,1,1,1,1
242,831,5,-12,1,1,1,1,1,1,1
243,4577,5,-5,1,1,0,1,1,0,0
244,954,3,-2,1,1,1,1,1,1,1
245,4845,4,-4,1,1,1,1,1,1,0
246,2829,3,-11,1,1,0,1,1,1,0
247,2866,3,-4,1,1,0,1,1,0,0
248,1167,5,0,1,1,1,1,1,0,1
249,3540,5,-12,1,1,0,1,1,0,0
250,1452,3,-4,1,1,0,1,1,0,1
251,3237,3,-8,1,1,1,1,1,0,0
252,1665,3,-11,1,1,1,1,1,0,1
253,4785,3,-12,1,1,0,1,1,1,0
254,1099,4,-15,1,1,0,1,1,0,1
255,1771,5,-13,1,1,1,1,1,1,1
256,3197,3,-10,1,1,1,1,1,0,0
257,3277,4,-4,1,1,0,1,1,1,0
258,1044,4,-3,1,1,1,1,1,1,1
259,2758,5,-15,1,1,1,1,1,1,0
260,2571,4,-7,1,1,1,1,1,1,0
261,2283,4,-13,1,1,0,1,1,1,0
262,3145,3,-3,1,1,1,1,1,0,0
263,2068,5,-10,1,1,0,1,1,0,1
264,4223,3,-6,1,1,0,1,1,1,0
265,2879,4,-12,1,1,0,1,1,1,0
266,1822,4,0,1,1,1,1,1,1,1
267,2882,4,-10,1,1,0,1,1,1,0
268,2671,3,-4,1,1,1,1,1,0,0
269,4568,4,-14,1,1,1,1,1,1,0
270,3538,5,-10,1,1,1,1,1,1,0
271,1232,5,-1,1,1,0,1,1,1,1
272,281,3,-2,1,1,1,1,1,1,1
273,3538,3,-5,1,1,0,1,1,1,0
274,3171,5,-10,1,1,1,1,1,1,0
275,3294,5,-10,1,1,1,1,1,0,0
276,1176,5,-4,1,1,0,1,1,0,1
277,3267,5,-12,1,1,1,1,1,0,0
278,3712,5,-13,1,1,1,1,1,1,0
279,1732,4,-14,1,1,0,1,1,1,1
280,2463,5,-13,1,1,1,1,1,0,0
281,2817,5,-5,1,1,0,1,1,1,0
282,298,5,-5,1,1,0,1,1,0,1
283,1472,4,-9,1,1,1,1,1,0,1
284,1600,5,-14,1,1,0,1,1,0,1
285,4511,5,-6,1,1,1,1,1,1,0
286,1512,3,-12,1,1,0,1,1,0,1
287,51,5,-7,1,1,0,1,1,0,1
288,4859,3,-2,1,1,1,1,1,1,0
289,3779,4,-4,1,1,1,1,1,1,0
290,18,4,-6,1,1,1,1,1,0,1
291,4979,3,-10,1,1,0,1,1,0,0
292,2549,4,-3,1,1,1,1,1,0,0
293,1821,3,-8,1,1,0,1,1,0,1
294,2479,4,-11,1,1,0,1,1,0,0
295,4701,4,-10,1,1,0,1,1,0,0
296,196,3,0,1,1,0,1,1,1,1
297,1235,5,-11,1,1,0,1,1,1,1
298,1460,5,-8,1,1,1,1,1,0,1
299,1980,5,-10,1,1,0,1,1,0,1
300,4076,3,-14,1,1,0,1,1,1,0
301,374,5,-11,1,1,0,1,1,0,1
302,239,4,-11,1,1,0,1,1,1,1
303,276,4,-8,1,1,1,1,1,0,1
304,2812,4,-10,1,1,0,1,1,1,0
305,882,5,-1,1,1,0,1,1,0,1
306,3549,5,-12,1,1,0,1,1,1,0
307,3636,3,-5,1,1,0,1,1,1,0
308,3764,4,-3,1,1,0,1,1,0,0
309,344,3,-9,1,1,1,1,1,0,1
310,3326,5,-2,1,1,1,1,1,1,0
311,886,4,-12,1,1,0,1,1,0,1
312,248,5,-14,1,1,0,1,1,0,1
313,1305,3,-14,1,1,0,1,1,1,1
314,1203,5,-13,1,1,1,1,1,1,1
315,4583,5,-10,1,1,0,1,1,0,0
316,4529,4,-2,1,1,1,1,1,0,0
317,4962,4,-5,1,1,0,1,1,0,0
318,362,5,-3,1,1,1,1,1,0,1
319,647,3,-8,1,1,1,1,1,0,1
320,126,3,-8,1,1,1,1,1,0,1
321,199,5,0,1,1,0,1,1,1,1
322,66,5,-11,1,1,0,1,1,0,1
323,2338,4,-9,1,1,1,1,1,1,0
324,1986,3,-8,1,1,0,1,1,1,1
325,2491,5,-9,1,1,1,1,1,0,0
326,4577,3,-5,1,1,1,1,1,1,0
327,993,4,-4,1,1,0,1,1,1,1
328,2261,4,-12,1,1,1,1,1,1,0
329,2233,5,-14,1,1,0,1,1,0,0
330,2395,3,-11,1,1,0,1,1,1,0
331,408,5,-4,1,1,1,1,1,0,1
332,4155,3,-9,1,1,1,1,1,1,0
333,68,4,-7,1,1,1,1,1,0,1
334,897,5,-7,1,1,0,1,1,1,1
335,3774,4,-8,1,1,0,1,1,0,0
336,3798,4,-3,1,1,1,1,1,1,0
337,2488,5,-12,1,1,0,1,1,1,0
338,4752,4,-15,1,1,1,1,1,0,0
339,4789,3,-2,1,1,0,1,1,0,0
340,4588,4,-13,1,1,0,1,1,0,0
341,2566,4,0,1,1,1,1,1,0,0
342,4058,3,-11,1,1,0,1,1,0,0
343,2019,5,-2,1,1,0,1,1,0,1
344,3568,4,-15,1,1,0,1,1,0,0
345,3827,3,-6,1,1,0,1,1,1,0
346,997,5,-7,1,1,0,1,1,1,1
347,2577,4,-4,1,1,0,1,1,0,0
348,2988,3,-7,1,1,1,1,1,0,0
349,2282,5,-12,1,1,1,1,1,0,0
350,4567,3,-13,1,1,1,1,1,0,0
351,4713,4,-5,1,1,1,1,1,0,0
352,367,3,-2,1,1,1,1,1,1,1
353,907,4,-12,1,1,0,1,1,0,1
354,1850,5,-8,1,1,0,1,1,0,1
355,320,5,-5,1,1,1,1,1,1,1
356,1618,3,-10,1,1,1,1,1,0,1
357,3045,5,-10,1,1,1,1,1,1,0
358,843,5,-13,1,1,0,1,1,1,1
359,516,4,-11,1,1,0,1,1,0,1
360,1616,5,-2,1,1,1,1,1,0,1
361,23,3,-9,1,1,1,1,1,1,1
362,4508,4,-12,1,1,0,1,1,0,0
363,3243,5,-13,1,1,1,1,1,0,0
364,712,3,-7,1,1,1,1,1,1,1
365,2883,3,-11,1,1,0,1,1,0,0
366,1089,4,-5,1,1,1,1,1,0,1
367,223,3,-10,1,1,1,1,1,1,1
368,880,4,-7,1,1,0,1,1,0,1
369,56,5,-12,1,1,1,1,1,0,1
370,2936,4,-2,1,1,0,1,1,1,0
371,1108,3,-15,1,1,1,1,1,1,1
372,2873,4,-5,1,1,1,1,1,1,0
373,3160,5,-6,1,1,0,1,1,1,0
374,4051,5,0,1,1,0,1,1,1,0
375,2760,3,-8,1,1,0,1,1,1,0
376,4977,4,-2,1,1,1,1,1,0,0
377,2239,5,-11,1,1,1,1,1,1,0
378,4396,4,-11,1,1,1,1,1,1,0
